Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
5058,Ciara O'Rourke,Audio is a “record of Biden trying to cover up his stolen documents crime.”,Instagram posts,"February 23, 2023",FALSE,FAKE,0,FAKE,
5059,Ciara O'Rourke,Andrew Tate was released from prison and “proven not guilty.”,Instagram posts,"February 23, 2023",FALSE,FAKE,0,FAKE,
5060,Ciara O'Rourke,Winston Churchill didn’t mention the Holocaust in his memoirs because it didn’t happen.,Instagram posts,"February 23, 2023",pants-fire,FAKE,0,FAKE,
5061,Ciara O'Rourke,Canada has only “had 11 school shooting deaths … in history.”,Viral image,"February 23, 2023",half-true,REAL,1,,
5062,Gabrielle Settles,Photo shows “what railways in Ohio look like while we send $40 billion to Ukraine.”,Facebook posts,"February 23, 2023",FALSE,FAKE,0,FAKE,
5063,Samantha Putterman,"“Because the Covid shots are still manufactured under the Emergency Use Authorization, they can change up to 49% of the ingredients without FDA approval.""",Instagram posts,"February 22, 2023",FALSE,FAKE,0,FAKE,
5064,Ciara O'Rourke,“Leaked audio recording of Biden and Zelenskyy talking in private.”,Viral image,"February 22, 2023",FALSE,FAKE,0,FAKE,
5065,Ciara O'Rourke,A photo shows President Joe Biden and Ukrainian President Volodymyr Zelenskyy holding hands.,Viral image,"February 22, 2023",FALSE,FAKE,0,FAKE,
5066,Ciara O'Rourke,The U.S. State Department has started a special immigrants visa “evacuation operation.”,Facebook posts,"February 22, 2023",FALSE,FAKE,0,FAKE,
5067,Louis Jacobson,“I never claimed to be Jewish.”,George Santos,"February 22, 2023",pants-fire,FAKE,0,FAKE,
5068,Yacob Reyes,"""Ron DeSantis voted to cut $473 billion from Medicare.""",DeSantis Watch,"February 22, 2023",half-true,REAL,1,,
5069,Ciara O'Rourke,Richard Belzer died because of a COVID-19 vaccine.,Facebook posts,"February 22, 2023",FALSE,FAKE,0,FAKE,
5070,Warren Fiske,Brown v. Board of Education “was never about sending Black children to white schools. It was about parents being able to decide where to send their children to school.”,Winsome Earle-Sears,"February 22, 2023",FALSE,FAKE,0,FAKE,
5071,Jeff Cercone,"""Biden admin negotiates deal to give WHO authority over US pandemic policies.”",Instagram posts,"February 21, 2023",FALSE,FAKE,0,FAKE,
5072,Paul Specht,“One man was actually killed” during 2020 protests of police brutality in Raleigh,Tim Moore,"February 21, 2023",FALSE,FAKE,0,FAKE,
5073,Ciara O'Rourke,Video shows “the earthquake in Turkey.”,Facebook posts,"February 21, 2023",FALSE,FAKE,0,FAKE,
5074,Loreben Tuquero,“Mickey Mouse to be replaced as official Disney mascot.”,Instagram posts,"February 20, 2023",FALSE,FAKE,0,FAKE,
5075,Tom Kertscher,The dog dewormer fenbendazole can cure cancer in humans.,Facebook posts,"February 20, 2023",FALSE,FAKE,0,FAKE,
5076,Louis Jacobson,"The “average tax” for billionaires is “about 3%,” which is “a lower tax than a schoolteacher or a firefighter.""",Joe Biden,"February 20, 2023",FALSE,FAKE,0,FAKE,
5077,Jeff Cercone,“Seven ecological disasters in less than 2 weeks. … We are under attack.”,Facebook posts,"February 17, 2023",FALSE,FAKE,0,FAKE,
5078,Ciara O'Rourke,KFC tweeted an image of a chicken drumstick for Black History Month.,Viral image,"February 17, 2023",FALSE,FAKE,0,FAKE,
5079,Ciara O'Rourke,A photo shows birds that “dropped dead” in Kentucky after the train derailment in Ohio.,Facebook posts,"February 17, 2023",FALSE,FAKE,0,FAKE,
5080,Ciara O'Rourke,“Criminal caught after cutting off 37 man buns.”,Viral image,"February 17, 2023",FALSE,FAKE,0,FAKE,
5081,Ciara O'Rourke,The city of Atlanta is banning the word “women.”,Viral image,"February 17, 2023",FALSE,FAKE,0,FAKE,
5082,Sara Swann,“Obama imposed stricter rules on trains carrying toxins. Trump killed them.”,Occupy Democrats,"February 17, 2023",mostly-true,REAL,1,,
5083,Loreben Tuquero,"At the World Economic Forum, Moderna CEO Stéphane Bancel admitted that his company produced 100,000 doses of COVID-19 vaccines in 2019, before the pandemic started.",Instagram posts,"February 17, 2023",FALSE,FAKE,0,FAKE,
5084,Maria Ramirez,"“No administration has ever looked less like America, just by the numbers, than the Biden administration.”",Tucker Carlson,"• February 17,",pants-fire,FAKE,0,FAKE,
5085,Jeff Cercone,"In Australia, ""All joggers must wear a helmet.”",Facebook posts,"February 16, 2023",FALSE,FAKE,0,FAKE,
5086,Ciara O'Rourke,President Joe Biden said “this s--- will turn your pacemaker off.”,Viral image,"February 16, 2023",pants-fire,FAKE,0,FAKE,
5087,Ciara O'Rourke,Russian President Vladimir Putin “intercepts adrenochrome shipment headed to United States.”,Bloggers,"February 16, 2023",pants-fire,FAKE,0,FAKE,
5088,Nusaiba Mizan,"""Energy costs are the highest in 15 years.""",Morgan Luttrell,"February 16, 2023",mostly-true,REAL,1,,
5089,Jeff Cercone,"""Mother Teresa sold babies.”",Instagram posts,"February 15, 2023",FALSE,FAKE,0,FAKE,
5090,Madison Czopek,"""It's President Biden who is proposing to cut Medicare Advantage.""",Tom Cotton,"February 15, 2023",FALSE,FAKE,0,FAKE,
5091,Loreben Tuquero,“Michigan State University suspect is 22-year-old ‘Raymone Jordan.’”,Social Media,"February 15, 2023",FALSE,FAKE,0,FAKE,
5092,Loreben Tuquero,"“Humans are not causing climate change.” Magnetic pole shifting “is causing havoc worldwide in weather, climate, earthquakes, tsunamis, etc.”",Instagram posts,"February 15, 2023",FALSE,FAKE,0,FAKE,
5093,Jeff Cercone,"The earthquake in Turkey is a ""scripted"" use of geo engineering weather modification HAARP",Facebook posts,"February 15, 2023",FALSE,FAKE,0,FAKE,
5094,Nusaiba Mizan,Gov. Abbott “signed a bill last year eliminating the requirements for Texas schools to teach MLK’s ‘I have a dream’ speech.”,Sawyer Hackett,"February 14, 2023",half-true,REAL,1,,
5095,Andy Nguyen,"“Right now, driving 100 miles in an electric vehicle is more expensive than driving an internal combustion engine car.”",Erick Erickson,"February 14, 2023",half-true,REAL,1,,
5096,Samantha Putterman,The Michigan State University shooter is a 21-year-old man named Lynn Dee Walker.,Facebook posts,"February 14, 2023",FALSE,FAKE,0,FAKE,
5097,Amy Sherman,On running against Donald Trump for president.,Nikki Haley,"February 14, 2023",full-flop,FAKE,0,FAKE,
5098,Samantha Putterman,Canada is to thank for American football.,Dave Grohl,"February 13, 2023",mostly-true,REAL,1,,
5099,Sara Swann,The Kansas City Chiefs’ Super Bowl win has been “put on hold as NFL plans to launch an investigation on possible (performance-enhancing drug) use by Patrick Mahomes during halftime.”,Tweets,"February 13, 2023",pants-fire,FAKE,0,FAKE,
5100,Nusaiba Mizan,Gov. Abbott “signed a bill last year eliminating the requirements for Texas schools to teach MLK’s ‘I have a dream’ speech.”,Sawyer Hackett,"February 14, 2023",half-true,REAL,1,,
5101,Andy Nguyen,"“Right now, driving 100 miles in an electric vehicle is more expensive than driving an internal combustion engine car.”",Erick Erickson,"February 14, 2023",half-true,REAL,1,,
5102,Samantha Putterman,The Michigan State University shooter is a 21-year-old man named Lynn Dee Walker.,Facebook posts,"February 14, 2023",FALSE,FAKE,0,FAKE,
5103,Amy Sherman,On running against Donald Trump for president.,Nikki Haley,"February 14, 2023",full-flop,FAKE,0,FAKE,
5104,Samantha Putterman,Canada is to thank for American football.,Dave Grohl,"February 13, 2023",mostly-true,REAL,1,,
5105,Sara Swann,The Kansas City Chiefs’ Super Bowl win has been “put on hold as NFL plans to launch an investigation on possible (performance-enhancing drug) use by Patrick Mahomes during halftime.”,Tweets,"February 13, 2023",pants-fire,FAKE,0,FAKE,
5106,Matthew Crowley,"“We used to rank No. 1 in the world in research and development, now we rank No. 9. China used to rank No. 8, now it ranks No. 2.”",Joe Biden,"February 13, 2023",barely-true,FAKE,0,FAKE,
5107,Louis Jacobson,"""Studies show that children who go to preschool are nearly 50% more likely to finish high school and go on to earn a two- or four-year degree, no matter their background they came from.""",Joe Biden,"February 13, 2023",mostly-true,REAL,1,,
5108,Jeff Cercone,“Joe Biden put his pants on backwards”,Instagram posts,"February 10, 2023",pants-fire,FAKE,0,FAKE,
5109,Ciara O'Rourke,Gen. Mark Milley “never served in combat.”,Viral image,"February 10, 2023",FALSE,FAKE,0,FAKE,
5110,Ciara O'Rourke,Photos show someone in a President Joe Biden mask at the State of the Union.,Facebook posts,"February 10, 2023",pants-fire,FAKE,0,FAKE,
5111,Ciara O'Rourke,A photo shows a deputy U.S. marshal “keeping a close eye” on President Joe Biden at the State of the Union address on Feb. 7.,Facebook posts,"February 10, 2023",FALSE,FAKE,0,FAKE,
5112,Ciara O'Rourke,A video shows a dog trying to reach her puppies after the Turkey-Syria earthquake.,Viral image,"February 10, 2023",FALSE,FAKE,0,FAKE,
5113,Ciara O'Rourke,“100% of COVID deaths in Canada now due to mRNA vaccine.”,Viral image,"February 10, 2023",FALSE,FAKE,0,FAKE,
5114,Ciara O'Rourke,Photo shows former President Donald Trump and Mexican President Andrés Manuel López Obrador kissing.,Viral image,"February 10, 2023",FALSE,FAKE,0,FAKE,
5115,Tom Kertscher,"""In the month since Republicans took the House majority,"" they are trying to ""impose a 30% tax on everything.""",Facebook posts,"February 10, 2023",barely-true,FAKE,0,FAKE,
5116,Louis Jacobson,President Joe Biden “cheated on his taxes and got away with it.”,Rick Scott,"February 10, 2023",FALSE,FAKE,0,FAKE,
5117,Ciara O'Rourke,"“NASA Curiosity finds Nazi helmet on Mars.""",Viral image,"February 10, 2023",FALSE,FAKE,0,FAKE,
5118,Jeff Cercone,"""Joe Biden's wide open southern border"" is to blame for fentanyl deaths in the U.S.",Kayleigh McEnany,"February 10, 2023",FALSE,FAKE,0,FAKE,
5119,Loreben Tuquero,"The 87,000 new IRS agents who were supposed to “only target the rich” are now “coming after waitresses’ tips.”",Mike Palicz,"February 10, 2023",barely-true,FAKE,0,FAKE,
5120,Ciara O'Rourke,“There are no humans” on the International Space Station.,Facebook posts,"February 9, 2023",FALSE,FAKE,0,FAKE,
5121,Tom Kertscher,"Earthquake in Turkey and Syria is ""a systemic attack against Kurdish people.""",Instagram posts,"February 9, 2023",pants-fire,FAKE,0,FAKE,
5122,Sara Swann,An ingredient in some of Chick-fil-A’s dipping sauces can cause serious health problems.,Facebook posts,"February 9, 2023",FALSE,FAKE,0,FAKE,
5123,Samantha Putterman,"“In the past two years, democracies have become stronger, not weaker. Autocracies have grown weaker, not stronger.”",Joe Biden,"February 9, 2023",FALSE,FAKE,0,FAKE,
5124,Madeline Heim,"In Wisconsin, even multimillionaires can be on BadgerCare ""because we don't even ask people what their income level is to qualify for free health care.""",Robin Vos,"February 9, 2023",mostly-true,REAL,1,,
5125,Ciara O'Rourke,"Mark Zuckerberg launched a platform last month ""that allows each user to earn from $500 a day without even leaving home.""",Facebook posts,"February 8, 2023",FALSE,FAKE,0,FAKE,
5126,Amy Sherman,Joe Biden closed schools during the COVID-19 pandemic.,Lauren Boebert,"February 8, 2023",FALSE,FAKE,0,FAKE,
5127,Tom Kertscher,Wind farm construction is a possible cause of dead whales washing ashore in New Jersey.,Instagram posts,"February 8, 2023",barely-true,FAKE,0,FAKE,
5128,Tom Kertscher,"""Unusual cancers” are “exploding right into stage 4"" and those cancer cells have “the spike protein.""",Facebook posts,"February 8, 2023",FALSE,FAKE,0,FAKE,
5129,Jill Terreri,"If New York’s proposed limits on natural gas in buildings take effect, the grid today can’t handle the increased electric load.",Robert Ortt,"• February 8,",TRUE,REAL,1,,
5130,Madison Czopek,Photo showing Game of Thrones characters depicts victims of the earthquake in Turkey and Syria.,Instagram posts,"February 8, 2023",FALSE,FAKE,0,FAKE,
5131,Louis Jacobson,“We created more new jobs in two years than any president did in their entire term.”,Joe Biden,"February 7, 2023",half-true,REAL,1,,
5132,Jeff Cercone,"Image shows a ""Super Bowl script was leaked.”",Tweets,"February 7, 2023",pants-fire,FAKE,0,FAKE,
5133,Samantha Putterman,"Backyard chicken flocks have stopped laying eggs, and the feed is responsible.",Facebook posts,"February 7, 2023",FALSE,FAKE,0,FAKE,
5134,Sara Swann,“‘Satellites’ are on balloons and not in space.”,Instagram posts,"February 7, 2023",pants-fire,FAKE,0,FAKE,
5135,D.L. Davis,"""During my time in office, we've increased per pupil aid by more than $300 per student. Now, our schools have returned to the top 10 in the country after falling to 17 under the previous administration.”",Tony Evers,"February 7, 2023",half-true,REAL,1,,
5136,Warren Fiske,“You know how many children are dying across Virginia because of fentanyl poisoning? A heck of a lot more than are dying at the hands of guns.”,Mark Obenshain,"February 7, 2023",FALSE,FAKE,0,FAKE,
5137,Jeff Cercone,"In Ukraine, 2,458 NATO soldiers and 234 NATO military trainers have died, some of whom are from the U.S.",Tweets,"February 6, 2023",pants-fire,FAKE,0,FAKE,
5138,Madison Czopek,“Pfizer just got caught doing gain of function to mutate covid intentionally for vaccines.”,Instagram posts,"February 6, 2023",FALSE,FAKE,0,FAKE,
5139,Paul Specht,Diamond and Silk pundit died from COVID-19,Tweets,"February 6, 2023",FALSE,FAKE,0,FAKE,
5140,Jeff Cercone,"Joe Biden said to transgender women, “you will never be a real woman.”",Instagram posts,"February 6, 2023",pants-fire,FAKE,0,FAKE,
5141,Yacob Reyes,"""(Ron) DeSantis' bill would remove: background checks, instruction, training and oversight.""",Gavin Newsom,"February 6, 2023",half-true,REAL,1,,
5142,Ciara O'Rourke,A vigilante “shot down the Chinese spy balloon in an extraordinary act.”,Instagram posts,"February 6, 2023",FALSE,FAKE,0,FAKE,
5143,Samantha Putterman,“Female student-athletes in Florida need to provide their schools with detailed information about their periods.”,Tweets,"February 3, 2023",half-true,REAL,1,,
5144,Jeff Cercone,Illinois “received $5.1 billion at an elementary school there that used it for equity and diversity.”,Marjorie Taylor Greene,"February 3, 2023",FALSE,FAKE,0,FAKE,
5145,Maria Ramirez,"""Under Biden, we have seen over 4.6 million encounters at our southern border. Most have been released into the interior and will stay here indefinitely.""",Chip Roy,"• February 3,",half-true,REAL,1,,
5146,Vanessa Swales,"""In 2010, (Wisconsin Republicans) inherited a multi-Billion dollar deficit … Today we are looking at a projected surplus approaching 7 Billion.""",Devin LeMahieu,"February 3, 2023",mostly-true,REAL,1,,
5147,Jeff Cercone,"President Joe Biden said, “The idea that we’re going to send in tanks to Ukraine, that’s called World War III.”",Tweets,"February 2, 2023",FALSE,FAKE,0,FAKE,
5148,Sara Swann,Pregnancy tests include a “hidden Plan B” pill.,Facebook posts,"February 2, 2023",FALSE,FAKE,0,FAKE,
5149,Loreben Tuquero,"“More classified documents (were) found at the University of Delaware,” the “equivalent of a tractor trailer worth.”",Peggy Hubbard,"February 2, 2023",FALSE,FAKE,0,FAKE,
5150,Tom Kertscher,"U.S. Rep. Ilhan Omar is ""facing 40 years in prison and deportation after seven new crimes uncovered.""",Facebook posts,"February 2, 2023",FALSE,FAKE,0,FAKE,
5151,Laura Schulte,"“Wisconsin is the nation’s top cranberry producer — in fact, our farmers harvest around 60 percent of the country’s crop.”",Tony Evers,"February 2, 2023",TRUE,REAL,1,,
5152,Madison Czopek,The officers who beat Tyre Nichols targeted him because he was “allegedly dating” one of their wives.,Facebook posts,"February 1, 2023",FALSE,FAKE,0,FAKE,
5153,Louis Jacobson,"“The largest contributor to the debt ceiling, or to our deficit, has been the Trump tax cuts.”",Alexandria Ocasio-Cortez,"February 1, 2023",FALSE,FAKE,0,FAKE,
5154,Yacob Reyes,"""I got a list of 20 jurisdictions that defunded the police to the tune of over $1 billion total.""",Jim Jordan,"February 1, 2023",barely-true,FAKE,0,FAKE,
5155,Jeff Cercone,"""Doctors say colon cancer is on the rise due to toxins absorbed while cooking food (in) the microwave.”",Instagram posts,"January 31, 2023",FALSE,FAKE,0,FAKE,
5156,Ciara O'Rourke,Video shows people collapsing because of COVID-19 vaccines.,Viral image,"January 31, 2023",FALSE,FAKE,0,FAKE,
5157,Ciara O'Rourke,"The government caused a fire at Hillandale Farms in Connecticut “so that they can force us into eating their fake GMO meats, or starve us into compliance.”",Viral image,"January 31, 2023",FALSE,FAKE,0,FAKE,
5158,Ciara O'Rourke,U.S. Rep. Alexandria Ocasio-Cortez tweeted that Instagram needs to “TERMINATE…a right-wing media page posting CONSERVATIVE content.”,Viral image,"January 31, 2023",FALSE,FAKE,0,FAKE,
5159,Ciara O'Rourke,“BREAKING GOP approves resolution to expel Omar from Congress! It’s over for her!”,Facebook posts,"January 31, 2023",FALSE,FAKE,0,FAKE,
5160,Ciara O'Rourke,The Georgia High School Association started issuing a “sudden cardiac arrest awareness form” in the wake of COVID-19 vaccines.,Viral image,"January 31, 2023",FALSE,FAKE,0,FAKE,
5161,Ciara O'Rourke,Video shows a “man burning the Quran in Sweden.”,Facebook posts,"January 31, 2023",FALSE,FAKE,0,FAKE,
5162,Ciara O'Rourke,The United Kingdom banned COVID-19 booster vaccines for people under 50.,Viral image,"January 31, 2023",barely-true,FAKE,0,FAKE,
5163,Ciara O'Rourke,Video shows Congress “erupting” over U.S. Sen. Ted Cruz’s remarks.,Facebook posts,"January 31, 2023",FALSE,FAKE,0,FAKE,
5164,Amy Sherman,"Same-day voter registration ""does not allow election officials to verify the validity and accuracy of voter information.""",Rick Scott,"January 31, 2023",FALSE,FAKE,0,FAKE,
5165,Andy Nguyen,Global warming is a “fraud.”,Facebook posts,"January 31, 2023",FALSE,FAKE,0,FAKE,
5166,Ciara O'Rourke,“Biden smirks while saying he has added more to the debt than any president before him.”,Viral image,"January 31, 2023",FALSE,FAKE,0,FAKE,
5167,Gabrielle Settles,Black Americans are not descended from people who were taken from Africa to be enslaved.,Facebook posts,"January 31, 2023",pants-fire,FAKE,0,FAKE,
5168,Warren Fiske,Glenn Youngkin is “the first sitting Governor in the modern era to have their party have less legislative seats than when they were elected.”,Louise Lucas,"January 31, 2023",FALSE,FAKE,0,FAKE,
5169,Ciara O'Rourke,"President Joe Biden said, “To the Ukrainian people, I say to them all, you might you might they they might be able to make right and they’re not able to.”",Viral image,"January 30, 2023",FALSE,FAKE,0,FAKE,
5170,Paul Specht,“Joe Biden’s war on American energy caused this crisis and his only response has been to drain our strategic petroleum reserve to its lowest level since 1983.”,Richard Hudson,"January 30, 2023",barely-true,FAKE,0,FAKE,
5171,Ciara O'Rourke,This photo shows former President Donald Trump “last week.”,Viral image,"January 30, 2023",FALSE,FAKE,0,FAKE,
5172,Tom Kertscher,“NASA stopped exploring the ocean.”,Instagram posts,"January 30, 2023",pants-fire,FAKE,0,FAKE,
5173,Samantha Putterman,The United States of America “no longer exists” because President Joe Biden “signed away our sovereignty as a nation.”,Facebook posts,"January 30, 2023",pants-fire,FAKE,0,FAKE,
5174,Jeff Cercone,The amount the U.S. has spent in Ukraine is “double the U.S. expenditure for its own war in Afghanistan.”,Instagram posts,"January 27, 2023",FALSE,FAKE,0,FAKE,
5175,Ciara O'Rourke,A photo shows “Barack Obama dressed up as Baphomet (Lucifer).”,Viral image,"January 27, 2023",pants-fire,FAKE,0,FAKE,
5176,Ciara O'Rourke,President Joe Biden signed an executive order “making health insurance free for qualifying Americans.”,Facebook posts,"January 27, 2023",FALSE,FAKE,0,FAKE,
5177,Ciara O'Rourke,“Scientists warn eggs are causing thousands of people to ‘suddenly’ form blood clots.”,Viral image,"January 27, 2023",FALSE,FAKE,0,FAKE,
5178,Ciara O'Rourke,Hospital photo of Damar Hamlin proves “he’s a corpse.”,Facebook posts,"January 27, 2023",pants-fire,FAKE,0,FAKE,
5179,Louis Jacobson,"“Two years ago this week, 18 million people were out of work needing unemployment benefits. Today, that number is under 1.6 million, the lowest in decades.”",Joe Biden,"January 27, 2023",half-true,REAL,1,,
5180,Madison Czopek,“The average American has anywhere from 5 to 15 pounds” of stool stuck in their gut.,Facebook posts,"January 27, 2023",FALSE,FAKE,0,FAKE,
5181,Madison Czopek,“The World Health Organization has been working since 1974 on vaccines to create permanent sterility.”,Instagram posts,"January 27, 2023",FALSE,FAKE,0,FAKE,
5182,Gabrielle Settles,The Transportation Security Administration spent “a couple hundred million dollars” on gender-neutral screening technology.,Facebook posts,"January 27, 2023",FALSE,FAKE,0,FAKE,
5183,Ciara O'Rourke,Video shows hecklers shouting profanities at President Joe Biden.,Viral image,"January 26, 2023",FALSE,FAKE,0,FAKE,
5184,Ciara O'Rourke,“Aretha Franklin’s 1968 song ‘A Natural Woman’ deemed ‘offensive’ by trans community.”,Facebook posts,"January 26, 2023",FALSE,FAKE,0,FAKE,
5185,Ciara O'Rourke,Video shows Rep. Alexandria Ocasio-Cortez crying after “Ted Cruz gets up and humiliates her to her face.”,Facebook posts,"January 26, 2023",FALSE,FAKE,0,FAKE,
5186,Samantha Putterman,The sinking of the Titanic was orchestrated by the Rothschilds and J.P. Morgan to kill prominent businessmen who opposed the creation of the Federal Reserve.,Instagram posts,"January 26, 2023",pants-fire,FAKE,0,FAKE,
5187,Jeff Cercone,"In California, there were “10 million mail ballots unaccounted for” in the November midterm election.",Public Interest Legal Foundation,"January 26, 2023",FALSE,FAKE,0,FAKE,
5188,Tom Kertscher,"People not vaccinated against COVID-19 “came out the best.""",Scott Adams,"January 26, 2023",FALSE,FAKE,0,FAKE,
5189,Loreben Tuquero,Electrically charged stones discovered in Congo.,Instagram posts,"January 26, 2023",FALSE,FAKE,0,FAKE,
5190,Jeff Cercone,"Sen. Josh Hawley told professor, “I will not use your pronouns.”",Facebook posts,"January 26, 2023",pants-fire,FAKE,0,FAKE,
5191,Ciara O'Rourke,“Andrew Tate officially gets sentenced to 15 years in prison! (Found guilty).”,Facebook posts,"January 25, 2023",FALSE,FAKE,0,FAKE,
5192,Louis Jacobson,"“One quarter” of today’s $31.4 trillion federal debt “was accumulated in the four years of my predecessor,” Donald Trump.",Joe Biden,"January 25, 2023",half-true,REAL,1,,
5193,Ciara O'Rourke,“Putin destroys adrenochrome lab in Ukraine.”,Bloggers,"January 25, 2023",pants-fire,FAKE,0,FAKE,
5194,Samantha Putterman,“Chickens aren’t laying eggs because RNA is being added to commercial chicken feed.”,TikTok posts,"January 25, 2023",FALSE,FAKE,0,FAKE,
5195,Ciara O'Rourke,Polio wasn’t eradicated in the United States by a vaccine.,Instagram posts,"January 25, 2023",FALSE,FAKE,0,FAKE,
5196,Ciara O'Rourke,Christine Grady “is the head of NIH.”,Instagram posts,"January 25, 2023",FALSE,FAKE,0,FAKE,
5197,Maria Ramirez,“The USA has a gun homicide rate 26 times higher than our peers.”,Gavin Newsom,"• January 25,",mostly-true,REAL,1,,
5198,Sara Swann,The U.S. chicken and egg shortage is linked to Bill Gates.,Instagram posts,"January 25, 2023",FALSE,FAKE,0,FAKE,
5199,Laura Schulte,“Let’s be clear: ‘drag shows’ are strip shows.”,Scott Walker,"January 25, 2023",FALSE,FAKE,0,FAKE,
5200,Warren Fiske,Virginia tax receipts “in just the last four years alone have grown 50%.”,Glenn Youngkin,"January 25, 2023",mostly-true,REAL,1,,
5201,Ciara O'Rourke,Sudden arrhythmic death syndrome and “stroke season” didn’t exist before the COVID-19 pandemic.,Instagram posts,"January 24, 2023",FALSE,FAKE,0,FAKE,
5202,Jill Terreri,“Fifty-one percent of our taxes are paid by 2% of New Yorkers.”,Eric Adams,"• January 24,",mostly-true,REAL,1,,
5203,Ciara O'Rourke,Actor Isaac Kappy was murdered for exposing Hollywood pedophiles.,Facebook posts,"January 24, 2023",pants-fire,FAKE,0,FAKE,
5204,Tom Kertscher,"""New government-funded 'food pyramid' says Lucky Charms are healthier than steak.""",Instagram posts,"January 24, 2023",barely-true,FAKE,0,FAKE,
5205,Ciara O'Rourke,“NOAA makes it official… CO2 warming is a hoax.”,Viral image,"January 24, 2023",FALSE,FAKE,0,FAKE,
5206,Ciara O'Rourke,Historic photos are evidence these celebrities were cloned.,Viral image,"January 24, 2023",FALSE,FAKE,0,FAKE,
5207,Louis Jacobson,"“Classified documents can never be taken out of a (sensitive compartmented information facility), ever.”",Brian Fitzpatrick,"January 24, 2023",half-true,REAL,1,,
5208,Ciara O'Rourke,Damar Hamlin wasn’t at the Buffalo Bills' playoff game.,TikTok posts,"January 23, 2023",pants-fire,FAKE,0,FAKE,
5209,Ciara O'Rourke,Video proves Greta Thunberg is a crisis actor.,Instagram posts,"January 23, 2023",FALSE,FAKE,0,FAKE,
5210,Andy Nguyen,"""Climate change is a naturally occurring phenomenon that can be tracked throughout prehistoric eras.""",Instagram posts,"January 23, 2023",FALSE,FAKE,0,FAKE,
5211,Ciara O'Rourke,A video shows wreckage of the recent plane crash in Nepal.,Facebook posts,"January 23, 2023",FALSE,FAKE,0,FAKE,
5212,Jeff Cercone,"""New York is bombed. At this moment, there are many injured.”",Instagram posts,"January 23, 2023",pants-fire,FAKE,0,FAKE,
5213,Tom Kertscher,“MRNA vaccines are being injected into our food supply.”,Facebook posts,"January 23, 2023",FALSE,FAKE,0,FAKE,
5214,Samantha Putterman,Bill Gates tweeted that “vaccines in our food supply solves the problem of vaccine hesitancy.”,Instagram posts,"January 20, 2023",pants-fire,FAKE,0,FAKE,
5215,Ciara O'Rourke,The Federal Aviation Administration widened its electrocardiogram parameters for pilots because “a substantial number of airline pilots have had serious heart damage” from COVID-19 vaccines.,Instagram posts,"January 20, 2023",FALSE,FAKE,0,FAKE,
5216,Jeff Cercone,Video shows hidden theater “where elites sacrifice kids.”,Instagram posts,"January 20, 2023",pants-fire,FAKE,0,FAKE,
5217,Yacob Reyes,"""Almost every study now has said with these new boosters, you're more likely to get infected with the bivalent booster.""",Ron DeSantis,"January 20, 2023",FALSE,FAKE,0,FAKE,
5218,Samantha Putterman,Harvard Medical School students “learn how to care for LGBTQIA+ infants.”,TikTok posts,"January 20, 2023",FALSE,FAKE,0,FAKE,
5219,Ciara O'Rourke,A video shows a real angel in the sky in Palestine.,Viral image,"January 20, 2023",FALSE,FAKE,0,FAKE,
5220,Ciara O'Rourke,A video shows the deadly Jan. 15 plane crash in Nepal.,Facebook posts,"January 20, 2023",FALSE,FAKE,0,FAKE,
5221,Ciara O'Rourke,CNN reported that Damar Hamlin’s doctor confirmed his cardiac arrest was caused by a COVID-19 vaccine booster.,Viral image,"January 19, 2023",FALSE,FAKE,0,FAKE,
5222,Samantha Putterman,"Document shows that Hunter Biden paid Joe Biden $50,000 a month in rent.",Facebook posts,"January 19, 2023",FALSE,FAKE,0,FAKE,
5223,Ciara O'Rourke,Greta Thunberg staged an arrest in Germany.,Viral image,"January 19, 2023",FALSE,FAKE,0,FAKE,
5224,Gabrielle Settles,Joan Rivers was killed for revealing that Barack Obama is gay and Michelle Obama is transgender.,Instagram posts,"January 19, 2023",pants-fire,FAKE,0,FAKE,
5225,Nusaiba Mizan,"""Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.""",Morgan Luttrell,"January 19, 2023",TRUE,REAL,1,,
5226,Loreben Tuquero,"Joe Biden as vice president didn't ""have the right to declassify"" documents.",Donald Trump,"January 19, 2023",FALSE,FAKE,0,FAKE,
5227,Samantha Putterman,"“More contraception availability increases abortion demand.""",Instagram posts,"January 18, 2023",FALSE,FAKE,0,FAKE,
5228,Ciara O'Rourke,Walmart is giving some women $500 grocery store credit as part of a discrimination settlement.,Facebook posts,"January 18, 2023",FALSE,FAKE,0,FAKE,
5229,Louis Jacobson,"“When the Republicans were in power the last time for eight years, do you know how much discretionary spending increased in those eight years? Zero.”",Kevin McCarthy,"January 18, 2023",half-true,REAL,1,,
5230,Ciara O'Rourke,"The World Economic Forum hired “unvaccinated pilots” to fly people into Davos, Switzerland, for its annual meeting for safety reasons.",Bloggers,"January 18, 2023",FALSE,FAKE,0,FAKE,
5231,Tom Kertscher,"""Social Security has nothing to do with the deficit or the national debt.""",Occupy Democrats,"January 18, 2023",barely-true,FAKE,0,FAKE,
5232,Madison Czopek,"“Americans who worked through the pandemic are being paid up to $26,000 by qualifying for the Employee Retention Credit.”",Facebook posts,"January 17, 2023",FALSE,FAKE,0,FAKE,
